timeStep;demandHeat;demandElectricity;OilBoiler1;ElecBuy;ElecSell;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusOilBoiler1;plusElecBuy;plusElecSell
223.00;-2.00;-0.29;2.11;0.29;0.00;0.04;0.05;2.00;2.00;0.29;2.00;0.29;-0.00
224.00;-2.00;-0.43;2.11;0.43;0.00;0.04;0.05;2.00;2.00;0.43;2.00;0.43;-0.00
225.00;-1.60;-0.94;1.68;0.94;0.00;0.04;0.05;1.60;1.60;0.94;1.60;0.94;-0.00
226.00;-0.80;-0.33;0.84;0.33;0.00;0.02;0.05;0.80;0.80;0.33;0.80;0.33;-0.00
227.00;-2.40;-0.31;2.53;0.31;0.00;0.05;0.05;2.40;2.40;0.31;2.40;0.31;-0.00
228.00;-2.80;-0.30;2.95;0.30;0.00;0.05;0.05;2.80;2.80;0.30;2.80;0.30;-0.00
229.00;-1.60;-0.29;1.68;0.29;0.00;0.03;0.05;1.60;1.60;0.29;1.60;0.29;-0.00
230.00;-0.80;-0.27;0.84;0.27;0.00;0.02;0.05;0.80;0.80;0.27;0.80;0.27;-0.00
231.00;-2.00;-0.82;2.11;0.82;0.00;0.05;0.05;2.00;2.00;0.82;2.00;0.82;-0.00
232.00;-2.40;-0.42;2.53;0.42;0.00;0.05;0.05;2.40;2.40;0.42;2.40;0.42;-0.00
233.00;-2.00;-1.34;2.11;1.34;0.00;0.05;0.05;2.00;2.00;1.34;2.00;1.34;-0.00
234.00;-0.80;-1.47;0.84;1.47;0.00;0.03;0.05;0.80;0.80;1.47;0.80;1.47;-0.00
235.00;-2.40;-0.34;2.53;0.34;0.00;0.05;0.05;2.40;2.40;0.34;2.40;0.34;-0.00
236.00;-5.20;-0.44;5.47;0.44;0.00;0.10;0.05;5.20;5.20;0.44;5.20;0.44;-0.00
237.00;-0.40;-0.33;0.42;0.33;0.00;0.02;0.11;0.40;0.40;0.33;0.40;0.33;-0.00
238.00;-2.00;-0.29;2.11;0.29;0.00;0.05;0.18;2.00;2.00;0.29;2.00;0.29;-0.00
239.00;-3.20;-1.47;3.37;1.47;0.00;0.14;0.24;3.20;3.20;1.47;3.20;1.47;-0.00
240.00;0.00;-2.04;0.00;2.04;0.00;0.15;0.30;-0.00;0.00;2.04;0.00;2.04;-0.00
241.00;-2.80;-0.94;2.95;0.94;0.00;0.12;0.30;2.80;2.80;0.94;2.80;0.94;-0.00
242.00;-2.40;-0.33;2.53;0.33;0.00;0.07;0.30;2.40;2.40;0.33;2.40;0.33;-0.00
243.00;-1.60;-0.30;1.68;0.30;0.00;0.05;0.30;1.60;1.60;0.30;1.60;0.30;-0.00
244.00;-3.60;-0.34;3.79;0.34;0.00;0.09;0.30;3.60;3.60;0.34;3.60;0.34;-0.00
245.00;-3.20;-0.39;3.37;0.39;0.00;0.09;0.30;3.20;3.20;0.39;3.20;0.39;-0.00
246.00;-1.60;-0.35;1.68;0.35;0.00;0.05;0.30;1.60;1.60;0.35;1.60;0.35;-0.00
247.00;-0.40;-0.35;0.42;0.35;0.00;0.03;0.30;0.40;0.40;0.35;0.40;0.35;-0.00
248.00;-1.60;-0.46;1.68;0.46;0.00;0.06;0.30;1.60;1.60;0.46;1.60;0.46;-0.00
249.00;-1.20;-0.54;1.26;0.54;0.00;0.06;0.30;1.20;1.20;0.54;1.20;0.54;-0.00
250.00;-0.80;-0.52;0.84;0.52;0.00;0.05;0.30;0.80;0.80;0.52;0.80;0.52;-0.00
251.00;-2.00;-0.41;2.11;0.41;0.00;0.07;0.30;2.00;2.00;0.41;2.00;0.41;-0.00
252.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
253.00;-1.20;-0.24;1.26;0.24;0.00;0.04;0.30;1.20;1.20;0.24;1.20;0.24;-0.00
254.00;-1.20;-0.27;1.26;0.27;0.00;0.04;0.30;1.20;1.20;0.27;1.20;0.27;-0.00
255.00;-2.00;-0.33;2.11;0.33;0.00;0.06;0.30;2.00;2.00;0.33;2.00;0.33;-0.00
256.00;-1.60;-0.60;1.68;0.60;0.00;0.07;0.30;1.60;1.60;0.60;1.60;0.60;-0.00
257.00;-1.60;-0.36;1.68;0.36;0.00;0.06;0.30;1.60;1.60;0.36;1.60;0.36;-0.00
258.00;-0.80;-0.50;0.84;0.50;0.00;0.05;0.30;0.80;0.80;0.50;0.80;0.50;-0.00
259.00;-2.00;-0.37;2.11;0.37;0.00;0.06;0.30;2.00;2.00;0.37;2.00;0.37;-0.00
260.00;-2.00;-0.28;2.11;0.28;0.00;0.06;0.30;2.00;2.00;0.28;2.00;0.28;-0.00
261.00;-1.60;-0.41;1.68;0.41;0.00;0.06;0.30;1.60;1.60;0.41;1.60;0.41;-0.00
262.00;-1.20;-0.44;1.26;0.44;0.00;0.05;0.30;1.20;1.20;0.44;1.20;0.44;-0.00
263.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
264.00;-2.00;-0.39;2.11;0.39;0.00;0.07;0.30;2.00;2.00;0.39;2.00;0.39;-0.00
265.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
266.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
267.00;-2.00;-0.46;2.11;0.46;0.00;0.07;0.30;2.00;2.00;0.46;2.00;0.46;-0.00
268.00;-2.00;-2.72;2.11;2.72;0.00;0.24;0.30;2.00;2.00;2.72;2.00;2.72;-0.00
269.00;-6.40;-1.50;6.74;1.50;0.00;0.23;0.30;6.40;6.40;1.50;6.40;1.50;-0.00
270.00;-1.60;-0.95;1.68;0.95;0.00;0.10;0.30;1.60;1.60;0.95;1.60;0.95;-0.00
271.00;-2.40;-1.17;2.53;1.17;0.00;0.13;0.30;2.40;2.40;1.17;2.40;1.17;-0.00
272.00;-2.00;-1.16;2.11;1.16;0.00;0.12;0.30;2.00;2.00;1.16;2.00;1.16;-0.00
273.00;-1.20;-1.18;1.26;1.18;0.00;0.11;0.30;1.20;1.20;1.18;1.20;1.18;-0.00
274.00;-1.20;-1.17;1.26;1.17;0.00;0.11;0.30;1.20;1.20;1.17;1.20;1.17;-0.00
275.00;-2.40;-1.10;2.53;1.10;0.00;0.13;0.30;2.40;2.40;1.10;2.40;1.10;-0.00
276.00;-2.00;-1.10;2.11;1.10;0.00;0.12;0.30;2.00;2.00;1.10;2.00;1.10;-0.00
277.00;-0.80;-1.23;0.84;1.23;0.00;0.11;0.30;0.80;0.80;1.23;0.80;1.23;-0.00
278.00;-2.80;-1.18;2.95;1.18;0.00;0.14;0.30;2.80;2.80;1.18;2.80;1.18;-0.00
279.00;-2.40;-1.19;2.53;1.19;0.00;0.13;0.30;2.40;2.40;1.19;2.40;1.19;-0.00
280.00;-1.60;-1.27;1.68;1.27;0.00;0.12;0.30;1.60;1.60;1.27;1.60;1.27;-0.00
281.00;-0.80;-1.25;0.84;1.25;0.00;0.11;0.30;0.80;0.80;1.25;0.80;1.25;-0.00
282.00;-2.80;-1.20;2.95;1.20;0.00;0.14;0.30;2.80;2.80;1.20;2.80;1.20;-0.00
283.00;-2.40;-1.05;2.53;1.05;0.00;0.12;0.30;2.40;2.40;1.05;2.40;1.05;-0.00
284.00;-2.00;-1.02;2.11;1.02;0.00;0.11;0.30;2.00;2.00;1.02;2.00;1.02;-0.00
285.00;-0.80;-1.14;0.84;1.14;0.00;0.08;0.24;0.80;0.80;1.14;0.80;1.14;-0.00
286.00;-3.20;-0.83;3.37;0.83;0.00;0.09;0.18;3.20;3.20;0.83;3.20;0.83;-0.00
287.00;-2.40;-0.93;2.53;0.93;0.00;0.07;0.11;2.40;2.40;0.93;2.40;0.93;-0.00
288.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
289.00;-2.00;-0.28;2.11;0.28;0.00;0.04;0.05;2.00;2.00;0.28;2.00;0.28;-0.00
290.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
291.00;-3.60;-0.32;3.79;0.32;0.00;0.07;0.05;3.60;3.60;0.32;3.60;0.32;-0.00
292.00;-3.20;-0.26;3.37;0.26;0.00;0.06;0.05;3.20;3.20;0.26;3.20;0.26;-0.00
293.00;-2.00;-0.19;2.11;0.19;0.00;0.04;0.05;2.00;2.00;0.19;2.00;0.19;-0.00
294.00;-0.80;-0.19;0.84;0.19;0.00;0.02;0.05;0.80;0.80;0.19;0.80;0.19;-0.00
295.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
296.00;-2.80;-0.21;2.95;0.21;0.00;0.05;0.05;2.80;2.80;0.21;2.80;0.21;-0.00
297.00;-3.20;-0.30;3.37;0.30;0.00;0.06;0.05;3.20;3.20;0.30;3.20;0.30;-0.00
298.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
299.00;-3.20;-0.32;3.37;0.32;0.00;0.06;0.05;3.20;3.20;0.32;3.20;0.32;-0.00
300.00;-3.20;-0.24;3.37;0.24;0.00;0.06;0.05;3.20;3.20;0.24;3.20;0.24;-0.00
301.00;-3.20;-0.27;3.37;0.27;0.00;0.06;0.05;3.20;3.20;0.27;3.20;0.27;-0.00
302.00;-0.80;-0.21;0.84;0.21;0.00;0.02;0.05;0.80;0.80;0.21;0.80;0.21;-0.00
303.00;-3.60;-0.22;3.79;0.22;0.00;0.07;0.05;3.60;3.60;0.22;3.60;0.22;-0.00
304.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
305.00;-3.20;-0.31;3.37;0.31;0.00;0.06;0.05;3.20;3.20;0.31;3.20;0.31;-0.00
306.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
307.00;-2.80;-0.32;2.95;0.32;0.00;0.05;0.05;2.80;2.80;0.32;2.80;0.32;-0.00
308.00;-3.20;-0.23;3.37;0.23;0.00;0.06;0.05;3.20;3.20;0.23;3.20;0.23;-0.00
309.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
310.00;-0.80;-0.94;0.84;0.94;0.00;0.03;0.05;0.80;0.80;0.94;0.80;0.94;-0.00
311.00;-4.00;-0.37;4.21;0.37;0.00;0.08;0.05;4.00;4.00;0.37;4.00;0.37;-0.00
312.00;-5.20;-0.38;5.47;0.38;0.00;0.10;0.05;5.20;5.20;0.38;5.20;0.38;-0.00
313.00;-3.60;-0.86;3.79;0.86;0.00;0.08;0.05;3.60;3.60;0.86;3.60;0.86;-0.00
314.00;-0.80;-0.71;0.84;0.71;0.00;0.02;0.05;0.80;0.80;0.71;0.80;0.71;-0.00
315.00;-3.60;-0.33;3.79;0.33;0.00;0.07;0.05;3.60;3.60;0.33;3.60;0.33;-0.00
316.00;-3.60;-0.30;3.79;0.30;0.00;0.07;0.05;3.60;3.60;0.30;3.60;0.30;-0.00
317.00;-5.60;-0.31;5.89;0.31;0.00;0.10;0.05;5.60;5.60;0.31;5.60;0.31;-0.00
318.00;-0.80;-0.36;0.84;0.36;0.00;0.02;0.05;0.80;0.80;0.36;0.80;0.36;-0.00
319.00;-2.00;-0.29;2.11;0.29;0.00;0.04;0.05;2.00;2.00;0.29;2.00;0.29;-0.00
320.00;-2.00;-0.43;2.11;0.43;0.00;0.04;0.05;2.00;2.00;0.43;2.00;0.43;-0.00
321.00;-1.60;-0.94;1.68;0.94;0.00;0.04;0.05;1.60;1.60;0.94;1.60;0.94;-0.00
322.00;-0.80;-0.33;0.84;0.33;0.00;0.02;0.05;0.80;0.80;0.33;0.80;0.33;-0.00
323.00;-2.40;-0.31;2.53;0.31;0.00;0.05;0.05;2.40;2.40;0.31;2.40;0.31;-0.00
324.00;-2.80;-0.30;2.95;0.30;0.00;0.05;0.05;2.80;2.80;0.30;2.80;0.30;-0.00
325.00;-1.60;-0.29;1.68;0.29;0.00;0.03;0.05;1.60;1.60;0.29;1.60;0.29;-0.00
326.00;-0.80;-0.27;0.84;0.27;0.00;0.02;0.05;0.80;0.80;0.27;0.80;0.27;-0.00
327.00;-2.00;-0.82;2.11;0.82;0.00;0.05;0.05;2.00;2.00;0.82;2.00;0.82;-0.00
328.00;-2.40;-0.42;2.53;0.42;0.00;0.05;0.05;2.40;2.40;0.42;2.40;0.42;-0.00
329.00;-2.00;-1.34;2.11;1.34;0.00;0.05;0.05;2.00;2.00;1.34;2.00;1.34;-0.00
330.00;-0.80;-1.47;0.84;1.47;0.00;0.03;0.05;0.80;0.80;1.47;0.80;1.47;-0.00
331.00;-2.40;-0.34;2.53;0.34;0.00;0.05;0.05;2.40;2.40;0.34;2.40;0.34;-0.00
332.00;-5.20;-0.44;5.47;0.44;0.00;0.10;0.05;5.20;5.20;0.44;5.20;0.44;-0.00
333.00;-0.40;-0.33;0.42;0.33;0.00;0.02;0.11;0.40;0.40;0.33;0.40;0.33;-0.00
334.00;-2.00;-0.29;2.11;0.29;0.00;0.05;0.18;2.00;2.00;0.29;2.00;0.29;-0.00
335.00;-3.20;-1.47;3.37;1.47;0.00;0.14;0.24;3.20;3.20;1.47;3.20;1.47;-0.00
336.00;0.00;-2.04;0.00;2.04;0.00;0.15;0.30;-0.00;0.00;2.04;0.00;2.04;-0.00
337.00;-2.80;-0.94;2.95;0.94;0.00;0.12;0.30;2.80;2.80;0.94;2.80;0.94;-0.00
338.00;-2.40;-0.33;2.53;0.33;0.00;0.07;0.30;2.40;2.40;0.33;2.40;0.33;-0.00
339.00;-1.60;-0.30;1.68;0.30;0.00;0.05;0.30;1.60;1.60;0.30;1.60;0.30;-0.00
340.00;-3.60;-0.34;3.79;0.34;0.00;0.09;0.30;3.60;3.60;0.34;3.60;0.34;-0.00
341.00;-3.20;-0.39;3.37;0.39;0.00;0.09;0.30;3.20;3.20;0.39;3.20;0.39;-0.00
342.00;-1.60;-0.35;1.68;0.35;0.00;0.05;0.30;1.60;1.60;0.35;1.60;0.35;-0.00
343.00;-0.40;-0.35;0.42;0.35;0.00;0.03;0.30;0.40;0.40;0.35;0.40;0.35;-0.00
344.00;-1.60;-0.46;1.68;0.46;0.00;0.06;0.30;1.60;1.60;0.46;1.60;0.46;-0.00
345.00;-1.20;-0.54;1.26;0.54;0.00;0.06;0.30;1.20;1.20;0.54;1.20;0.54;-0.00
346.00;-0.80;-0.52;0.84;0.52;0.00;0.05;0.30;0.80;0.80;0.52;0.80;0.52;-0.00
347.00;-2.00;-0.41;2.11;0.41;0.00;0.07;0.30;2.00;2.00;0.41;2.00;0.41;-0.00
348.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
349.00;-1.20;-0.24;1.26;0.24;0.00;0.04;0.30;1.20;1.20;0.24;1.20;0.24;-0.00
350.00;-1.20;-0.27;1.26;0.27;0.00;0.04;0.30;1.20;1.20;0.27;1.20;0.27;-0.00
351.00;-2.00;-0.33;2.11;0.33;0.00;0.06;0.30;2.00;2.00;0.33;2.00;0.33;-0.00
352.00;-1.60;-0.60;1.68;0.60;0.00;0.07;0.30;1.60;1.60;0.60;1.60;0.60;-0.00
353.00;-1.60;-0.36;1.68;0.36;0.00;0.06;0.30;1.60;1.60;0.36;1.60;0.36;-0.00
354.00;-0.80;-0.50;0.84;0.50;0.00;0.05;0.30;0.80;0.80;0.50;0.80;0.50;-0.00
355.00;-2.00;-0.37;2.11;0.37;0.00;0.06;0.30;2.00;2.00;0.37;2.00;0.37;-0.00
356.00;-2.00;-0.28;2.11;0.28;0.00;0.06;0.30;2.00;2.00;0.28;2.00;0.28;-0.00
357.00;-1.60;-0.41;1.68;0.41;0.00;0.06;0.30;1.60;1.60;0.41;1.60;0.41;-0.00
358.00;-1.20;-0.44;1.26;0.44;0.00;0.05;0.30;1.20;1.20;0.44;1.20;0.44;-0.00
359.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
360.00;-2.00;-0.39;2.11;0.39;0.00;0.07;0.30;2.00;2.00;0.39;2.00;0.39;-0.00
361.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
362.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
363.00;-2.00;-0.46;2.11;0.46;0.00;0.07;0.30;2.00;2.00;0.46;2.00;0.46;-0.00
364.00;-2.00;-2.72;2.11;2.72;0.00;0.24;0.30;2.00;2.00;2.72;2.00;2.72;-0.00
365.00;-6.40;-1.50;6.74;1.50;0.00;0.23;0.30;6.40;6.40;1.50;6.40;1.50;-0.00
366.00;-1.60;-0.95;1.68;0.95;0.00;0.10;0.30;1.60;1.60;0.95;1.60;0.95;-0.00
367.00;-2.40;-1.17;2.53;1.17;0.00;0.13;0.30;2.40;2.40;1.17;2.40;1.17;-0.00
368.00;-2.00;-1.16;2.11;1.16;0.00;0.12;0.30;2.00;2.00;1.16;2.00;1.16;-0.00
369.00;-1.20;-1.18;1.26;1.18;0.00;0.11;0.30;1.20;1.20;1.18;1.20;1.18;-0.00
370.00;-1.20;-1.17;1.26;1.17;0.00;0.11;0.30;1.20;1.20;1.17;1.20;1.17;-0.00
371.00;-2.40;-1.10;2.53;1.10;0.00;0.13;0.30;2.40;2.40;1.10;2.40;1.10;-0.00
372.00;-2.00;-1.10;2.11;1.10;0.00;0.12;0.30;2.00;2.00;1.10;2.00;1.10;-0.00
373.00;-0.80;-1.23;0.84;1.23;0.00;0.11;0.30;0.80;0.80;1.23;0.80;1.23;-0.00
374.00;-2.80;-1.18;2.95;1.18;0.00;0.14;0.30;2.80;2.80;1.18;2.80;1.18;-0.00
375.00;-2.40;-1.19;2.53;1.19;0.00;0.13;0.30;2.40;2.40;1.19;2.40;1.19;-0.00
376.00;-1.60;-1.27;1.68;1.27;0.00;0.12;0.30;1.60;1.60;1.27;1.60;1.27;-0.00
377.00;-0.80;-1.25;0.84;1.25;0.00;0.11;0.30;0.80;0.80;1.25;0.80;1.25;-0.00
378.00;-2.80;-1.20;2.95;1.20;0.00;0.14;0.30;2.80;2.80;1.20;2.80;1.20;-0.00
379.00;-2.40;-1.05;2.53;1.05;0.00;0.12;0.30;2.40;2.40;1.05;2.40;1.05;-0.00
380.00;-2.00;-1.02;2.11;1.02;0.00;0.11;0.30;2.00;2.00;1.02;2.00;1.02;-0.00
381.00;-0.80;-1.14;0.84;1.14;0.00;0.08;0.24;0.80;0.80;1.14;0.80;1.14;-0.00
382.00;-3.20;-0.83;3.37;0.83;0.00;0.09;0.18;3.20;3.20;0.83;3.20;0.83;-0.00
383.00;-2.40;-0.93;2.53;0.93;0.00;0.07;0.11;2.40;2.40;0.93;2.40;0.93;-0.00
384.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
385.00;-2.00;-0.28;2.11;0.28;0.00;0.04;0.05;2.00;2.00;0.28;2.00;0.28;-0.00
386.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
387.00;-3.60;-0.32;3.79;0.32;0.00;0.07;0.05;3.60;3.60;0.32;3.60;0.32;-0.00
388.00;-3.20;-0.26;3.37;0.26;0.00;0.06;0.05;3.20;3.20;0.26;3.20;0.26;-0.00
389.00;-2.00;-0.19;2.11;0.19;0.00;0.04;0.05;2.00;2.00;0.19;2.00;0.19;-0.00
390.00;-0.80;-0.19;0.84;0.19;0.00;0.02;0.05;0.80;0.80;0.19;0.80;0.19;-0.00
391.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
392.00;-2.80;-0.21;2.95;0.21;0.00;0.05;0.05;2.80;2.80;0.21;2.80;0.21;-0.00
393.00;-3.20;-0.30;3.37;0.30;0.00;0.06;0.05;3.20;3.20;0.30;3.20;0.30;-0.00
394.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
395.00;-3.20;-0.32;3.37;0.32;0.00;0.06;0.05;3.20;3.20;0.32;3.20;0.32;-0.00
396.00;-3.20;-0.24;3.37;0.24;0.00;0.06;0.05;3.20;3.20;0.24;3.20;0.24;-0.00
397.00;-3.20;-0.27;3.37;0.27;0.00;0.06;0.05;3.20;3.20;0.27;3.20;0.27;-0.00
398.00;-0.80;-0.21;0.84;0.21;0.00;0.02;0.05;0.80;0.80;0.21;0.80;0.21;-0.00
399.00;-3.60;-0.22;3.79;0.22;0.00;0.07;0.05;3.60;3.60;0.22;3.60;0.22;-0.00
400.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
401.00;-3.20;-0.31;3.37;0.31;0.00;0.06;0.05;3.20;3.20;0.31;3.20;0.31;-0.00
402.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
403.00;-2.80;-0.32;2.95;0.32;0.00;0.05;0.05;2.80;2.80;0.32;2.80;0.32;-0.00
404.00;-3.20;-0.23;3.37;0.23;0.00;0.06;0.05;3.20;3.20;0.23;3.20;0.23;-0.00
405.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
406.00;-0.80;-0.94;0.84;0.94;0.00;0.03;0.05;0.80;0.80;0.94;0.80;0.94;-0.00
407.00;-4.00;-0.37;4.21;0.37;0.00;0.08;0.05;4.00;4.00;0.37;4.00;0.37;-0.00
408.00;-5.20;-0.38;5.47;0.38;0.00;0.10;0.05;5.20;5.20;0.38;5.20;0.38;-0.00
409.00;-3.60;-0.86;3.79;0.86;0.00;0.08;0.05;3.60;3.60;0.86;3.60;0.86;-0.00
410.00;-0.80;-0.71;0.84;0.71;0.00;0.02;0.05;0.80;0.80;0.71;0.80;0.71;-0.00
411.00;-3.60;-0.33;3.79;0.33;0.00;0.07;0.05;3.60;3.60;0.33;3.60;0.33;-0.00
412.00;-3.60;-0.30;3.79;0.30;0.00;0.07;0.05;3.60;3.60;0.30;3.60;0.30;-0.00
413.00;-5.60;-0.31;5.89;0.31;0.00;0.10;0.05;5.60;5.60;0.31;5.60;0.31;-0.00
414.00;-0.80;-0.36;0.84;0.36;0.00;0.02;0.05;0.80;0.80;0.36;0.80;0.36;-0.00
415.00;-2.00;-0.29;2.11;0.29;0.00;0.04;0.05;2.00;2.00;0.29;2.00;0.29;-0.00
416.00;-2.00;-0.43;2.11;0.43;0.00;0.04;0.05;2.00;2.00;0.43;2.00;0.43;-0.00
417.00;-1.60;-0.94;1.68;0.94;0.00;0.04;0.05;1.60;1.60;0.94;1.60;0.94;-0.00
418.00;-0.80;-0.33;0.84;0.33;0.00;0.02;0.05;0.80;0.80;0.33;0.80;0.33;-0.00
419.00;-2.40;-0.31;2.53;0.31;0.00;0.05;0.05;2.40;2.40;0.31;2.40;0.31;-0.00
420.00;-2.80;-0.30;2.95;0.30;0.00;0.05;0.05;2.80;2.80;0.30;2.80;0.30;-0.00
421.00;-1.60;-0.29;1.68;0.29;0.00;0.03;0.05;1.60;1.60;0.29;1.60;0.29;-0.00
422.00;-0.80;-0.27;0.84;0.27;0.00;0.02;0.05;0.80;0.80;0.27;0.80;0.27;-0.00
423.00;-2.00;-0.82;2.11;0.82;0.00;0.05;0.05;2.00;2.00;0.82;2.00;0.82;-0.00
424.00;-2.40;-0.42;2.53;0.42;0.00;0.05;0.05;2.40;2.40;0.42;2.40;0.42;-0.00
425.00;-2.00;-1.34;2.11;1.34;0.00;0.05;0.05;2.00;2.00;1.34;2.00;1.34;-0.00
426.00;-0.80;-1.47;0.84;1.47;0.00;0.03;0.05;0.80;0.80;1.47;0.80;1.47;-0.00
427.00;-2.40;-0.34;2.53;0.34;0.00;0.05;0.05;2.40;2.40;0.34;2.40;0.34;-0.00
428.00;-5.20;-0.44;5.47;0.44;0.00;0.10;0.05;5.20;5.20;0.44;5.20;0.44;-0.00
429.00;-0.40;-0.33;0.42;0.33;0.00;0.02;0.11;0.40;0.40;0.33;0.40;0.33;-0.00
430.00;-2.00;-0.29;2.11;0.29;0.00;0.05;0.18;2.00;2.00;0.29;2.00;0.29;-0.00
431.00;-3.20;-1.47;3.37;1.47;0.00;0.14;0.24;3.20;3.20;1.47;3.20;1.47;-0.00
432.00;0.00;-2.04;0.00;2.04;0.00;0.15;0.30;-0.00;0.00;2.04;0.00;2.04;-0.00
433.00;-2.80;-0.94;2.95;0.94;0.00;0.12;0.30;2.80;2.80;0.94;2.80;0.94;-0.00
434.00;-2.40;-0.33;2.53;0.33;0.00;0.07;0.30;2.40;2.40;0.33;2.40;0.33;-0.00
435.00;-1.60;-0.30;1.68;0.30;0.00;0.05;0.30;1.60;1.60;0.30;1.60;0.30;-0.00
436.00;-3.60;-0.34;3.79;0.34;0.00;0.09;0.30;3.60;3.60;0.34;3.60;0.34;-0.00
437.00;-3.20;-0.39;3.37;0.39;0.00;0.09;0.30;3.20;3.20;0.39;3.20;0.39;-0.00
438.00;-1.60;-0.35;1.68;0.35;0.00;0.05;0.30;1.60;1.60;0.35;1.60;0.35;-0.00
439.00;-0.40;-0.35;0.42;0.35;0.00;0.03;0.30;0.40;0.40;0.35;0.40;0.35;-0.00
440.00;-1.60;-0.46;1.68;0.46;0.00;0.06;0.30;1.60;1.60;0.46;1.60;0.46;-0.00
441.00;-1.20;-0.54;1.26;0.54;0.00;0.06;0.30;1.20;1.20;0.54;1.20;0.54;-0.00
442.00;-0.80;-0.52;0.84;0.52;0.00;0.05;0.30;0.80;0.80;0.52;0.80;0.52;-0.00
443.00;-2.00;-0.41;2.11;0.41;0.00;0.07;0.30;2.00;2.00;0.41;2.00;0.41;-0.00
444.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
445.00;-1.20;-0.24;1.26;0.24;0.00;0.04;0.30;1.20;1.20;0.24;1.20;0.24;-0.00
446.00;-1.20;-0.27;1.26;0.27;0.00;0.04;0.30;1.20;1.20;0.27;1.20;0.27;-0.00
