timeStep;demandHeat;demandElectricity;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;ElecBuy;ElecSell;ThermalStorage4SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusThermalStorage4Discharge;plusThermalStorage4Charge;plusCHP4;plusElecBuy;plusElecSell
402.00;-7.10;-2.53;1.78;0.00;8.72;0.00;0.00;19.02;0.15;0.25;7.10;7.10;2.53;1.60;0.00;5.32;0.00;-0.00
403.00;-8.80;-2.61;3.30;0.00;9.01;0.00;0.00;18.52;0.15;0.25;8.80;8.80;2.61;2.97;0.00;5.50;0.00;-0.00
404.00;-12.73;-2.51;7.44;0.00;8.67;0.00;0.00;17.60;0.15;0.25;12.73;12.73;2.51;6.70;0.00;5.29;0.00;-0.00
405.00;-12.78;-2.48;7.56;0.00;8.55;0.00;0.00;15.54;0.15;0.25;12.78;12.78;2.48;6.81;0.00;5.22;0.00;-0.00
406.00;-6.53;-2.72;0.82;0.00;9.36;0.00;0.00;13.44;0.16;0.25;6.53;6.53;2.72;0.74;0.00;5.71;0.00;-0.00
407.00;-3.75;-3.03;0.00;2.62;10.44;0.00;0.00;13.21;0.18;0.25;3.75;3.75;3.03;0.00;2.36;6.37;0.00;-0.00
408.00;-10.45;-3.34;3.42;0.00;11.53;0.00;0.00;13.80;0.20;0.25;10.45;10.45;3.34;3.08;0.00;7.03;0.00;-0.00
409.00;-24.44;-3.80;16.45;0.00;13.11;0.00;0.00;12.85;0.22;0.25;24.44;24.44;3.80;14.80;0.00;8.00;0.00;-0.00
410.00;-19.56;-4.30;4.61;0.00;24.51;0.00;2.81;8.28;0.33;0.25;19.56;19.56;4.30;4.15;0.00;14.95;0.00;-2.81
411.00;-8.34;-5.23;0.00;2.65;18.03;0.00;0.00;7.00;0.31;0.25;8.34;8.34;5.23;0.00;2.39;11.00;0.00;-0.00
412.00;-28.38;-6.72;6.24;0.00;36.30;0.00;3.81;7.59;0.50;0.25;28.38;28.38;6.72;5.62;0.00;22.14;0.00;-3.81
413.00;-38.03;-6.75;7.47;0.00;50.10;0.00;7.78;5.86;0.62;0.25;38.03;38.03;6.75;6.72;0.00;30.56;0.00;-7.78
414.00;-17.71;-5.74;1.70;0.00;26.25;0.00;1.87;3.78;0.39;0.25;17.71;17.71;5.74;1.53;0.00;16.01;0.00;-1.87
415.00;-17.99;-5.21;2.47;0.00;25.45;0.00;2.17;3.31;0.37;0.25;17.99;17.99;5.21;2.22;0.00;15.52;0.00;-2.17
416.00;-24.68;-5.09;7.12;0.00;28.78;0.00;3.25;2.63;0.39;0.25;24.68;24.68;5.09;6.41;0.00;17.56;0.00;-3.25
417.00;-15.47;-5.62;2.34;0.00;21.52;0.00;0.62;0.65;0.35;0.25;15.47;15.47;5.62;2.11;0.00;13.13;0.00;-0.62
418.00;-11.97;-6.66;0.00;2.03;22.95;0.00;0.00;0.00;0.39;0.25;11.97;11.97;6.66;0.00;1.82;14.00;0.00;-0.00
419.00;-11.52;-6.73;0.00;2.64;23.21;0.00;0.00;0.46;0.40;0.25;11.52;11.52;6.73;0.00;2.38;14.16;0.00;-0.00
420.00;-8.39;-7.27;0.00;6.92;25.08;0.00;0.00;1.05;0.43;0.25;8.39;8.39;7.27;0.00;6.22;15.30;0.00;-0.00
421.00;-8.52;-7.12;0.00;6.46;24.57;0.00;0.00;2.61;0.42;0.25;8.52;8.52;7.12;0.00;5.81;14.98;0.00;-0.00
422.00;-11.80;-6.36;0.00;1.58;21.93;0.00;0.00;4.06;0.38;0.25;11.80;11.80;6.36;0.00;1.42;13.38;0.00;-0.00
423.00;-12.39;-7.50;0.00;3.38;25.86;0.00;0.00;4.42;0.44;0.25;12.39;12.39;7.50;0.00;3.04;15.78;0.00;-0.00
424.00;-13.79;-6.71;0.00;0.33;23.14;0.00;0.00;5.18;0.40;0.25;13.79;13.79;6.71;0.00;0.30;14.12;0.00;-0.00
425.00;-12.20;-6.90;0.00;2.31;23.78;0.00;0.00;5.25;0.41;0.25;12.20;12.20;6.90;0.00;2.08;14.51;0.00;-0.00
426.00;-9.15;-6.08;0.00;3.65;20.98;0.00;0.00;5.77;0.36;0.25;9.15;9.15;6.08;0.00;3.28;12.80;0.00;-0.00
427.00;-10.73;-3.90;2.51;0.00;13.46;0.00;0.00;6.59;0.23;0.25;10.73;10.73;3.90;2.26;0.00;8.21;0.00;-0.00
428.00;-14.01;-3.98;5.63;0.00;13.74;0.00;0.00;5.89;0.24;0.25;14.01;14.01;3.98;5.07;0.00;8.38;0.00;-0.00
429.00;-18.54;-4.23;9.64;0.00;14.60;0.00;0.00;4.33;0.25;0.25;18.54;18.54;4.23;8.67;0.00;8.91;0.00;-0.00
430.00;-14.15;-4.23;5.25;0.00;14.60;0.00;0.00;1.65;0.25;0.25;14.15;14.15;4.23;4.72;0.00;8.91;0.00;-0.00
431.00;-10.04;-4.72;0.12;0.00;16.26;0.00;0.00;0.19;0.28;0.25;10.04;10.04;4.72;0.11;0.00;9.92;0.00;-0.00
432.00;-9.74;-5.71;0.00;2.27;19.68;0.00;0.00;0.16;0.34;0.25;9.74;9.74;5.71;0.00;2.04;12.01;0.00;-0.00
433.00;-8.15;-6.50;0.00;5.53;22.42;0.00;0.00;0.67;0.38;0.25;8.15;8.15;6.50;0.00;4.97;13.68;0.00;-0.00
434.00;-7.94;-7.62;0.00;8.09;26.28;0.00;0.00;1.91;0.45;0.25;7.94;7.94;7.62;0.00;7.28;16.03;0.00;-0.00
435.00;-8.67;-8.86;0.00;9.97;30.54;0.00;0.00;3.73;0.52;0.25;8.67;8.67;8.86;0.00;8.97;18.63;0.00;-0.00
436.00;-9.23;-8.71;0.00;9.09;30.03;0.00;0.00;5.98;0.51;0.25;9.23;9.23;8.71;0.00;8.18;18.32;0.00;-0.00
437.00;-9.14;-6.60;0.00;4.75;22.77;0.00;0.00;8.02;0.39;0.25;9.14;9.14;6.60;0.00;4.27;13.89;0.00;-0.00
438.00;-9.54;-5.13;0.00;1.25;17.69;0.00;0.00;9.09;0.30;0.25;9.54;9.54;5.13;0.00;1.12;10.79;0.00;-0.00
439.00;-8.97;-4.75;0.00;1.03;16.39;0.00;0.00;9.37;0.28;0.25;8.97;8.97;4.75;0.00;0.92;10.00;0.00;-0.00
440.00;-19.39;-4.07;5.75;0.00;22.36;0.00;2.41;9.60;0.31;0.25;19.39;19.39;4.07;5.17;0.00;13.64;0.00;-2.41
441.00;-29.85;-3.89;12.26;0.00;28.84;0.00;4.48;8.00;0.35;0.25;29.85;29.85;3.89;11.03;0.00;17.59;0.00;-4.48
442.00;-22.19;-4.64;5.17;0.00;27.90;0.00;3.46;4.60;0.37;0.25;22.19;22.19;4.64;4.65;0.00;17.02;0.00;-3.46
443.00;-17.53;-5.23;1.41;0.00;26.43;0.00;2.44;3.16;0.38;0.25;17.53;17.53;5.23;1.26;0.00;16.12;0.00;-2.44
444.00;-16.40;-4.54;0.97;0.00;25.30;0.00;2.79;2.77;0.35;0.25;16.40;16.40;4.54;0.87;0.00;15.43;0.00;-2.79
445.00;-12.60;-3.30;1.08;0.00;18.88;0.00;2.18;2.50;0.26;0.25;12.60;12.60;3.30;0.97;0.00;11.52;0.00;-2.18
446.00;-18.98;-3.53;1.65;0.00;28.41;0.00;4.71;2.20;0.34;0.25;18.98;18.98;3.53;1.49;0.00;17.33;0.00;-4.71
447.00;-18.17;-3.51;1.07;0.00;28.04;0.00;4.62;1.74;0.34;0.25;18.17;18.17;3.51;0.96;0.00;17.11;0.00;-4.62
448.00;-11.88;-4.42;0.64;0.00;18.42;0.00;0.93;1.45;0.29;0.25;11.88;11.88;4.42;0.58;0.00;11.24;0.00;-0.93
449.00;-16.50;-5.97;1.37;0.00;24.81;0.00;1.23;1.27;0.39;0.25;16.50;16.50;5.97;1.23;0.00;15.13;0.00;-1.23
450.00;-18.87;-6.41;3.21;0.00;25.68;0.00;1.04;0.89;0.41;0.25;18.87;18.87;6.41;2.89;0.00;15.66;0.00;-1.04
451.00;-11.38;-7.83;0.00;5.09;27.00;0.00;0.00;0.00;0.46;0.25;11.38;11.38;7.83;0.00;4.58;16.47;0.00;-0.00
452.00;-16.94;-10.40;0.00;4.95;35.87;0.00;0.00;1.15;0.61;0.25;16.94;16.94;10.40;0.00;4.45;21.88;0.00;-0.00
453.00;-22.45;-11.28;0.00;1.27;38.89;0.00;0.00;2.26;0.67;0.25;22.45;22.45;11.28;0.00;1.15;23.72;0.00;-0.00
454.00;-15.54;-9.30;0.00;4.01;32.05;0.00;0.00;2.54;0.55;0.25;15.54;15.54;9.30;0.00;3.61;19.55;0.00;-0.00
455.00;-8.43;-7.31;0.00;6.95;25.21;0.00;0.00;3.45;0.43;0.25;8.43;8.43;7.31;0.00;6.26;15.38;0.00;-0.00
456.00;-9.77;-7.90;0.00;6.84;27.24;0.00;0.00;5.01;0.47;0.25;9.77;9.77;7.90;0.00;6.16;16.62;0.00;-0.00
457.00;-14.81;-8.20;0.00;2.44;28.28;0.00;0.00;6.55;0.48;0.25;14.81;14.81;8.20;0.00;2.20;17.25;0.00;-0.00
458.00;-17.64;-6.75;3.43;0.00;23.29;0.00;0.00;7.10;0.40;0.25;17.64;17.64;6.75;3.09;0.00;14.21;0.00;-0.00
459.00;-16.91;-5.70;4.92;0.00;19.67;0.00;0.00;6.15;0.34;0.25;16.91;16.91;5.70;4.43;0.00;12.00;0.00;-0.00
460.00;-12.28;-5.30;1.13;0.00;18.29;0.00;0.00;4.78;0.31;0.25;12.28;12.28;5.30;1.01;0.00;11.16;0.00;-0.00
461.00;-11.07;-6.92;0.00;3.48;23.86;0.00;0.00;4.47;0.41;0.25;11.07;11.07;6.92;0.00;3.14;14.55;0.00;-0.00
462.00;-9.25;-7.41;0.00;6.35;25.57;0.00;0.00;5.25;0.44;0.25;9.25;9.25;7.41;0.00;5.71;15.59;0.00;-0.00
463.00;-17.60;-8.53;0.00;0.35;29.42;0.00;0.00;6.68;0.50;0.25;17.60;17.60;8.53;0.00;0.31;17.95;0.00;-0.00
464.00;-25.83;-10.03;4.74;0.00;34.57;0.00;0.00;6.76;0.59;0.25;25.83;25.83;10.03;4.26;0.00;21.09;0.00;-0.00
465.00;-18.72;-8.59;0.65;0.00;29.62;0.00;0.00;5.44;0.51;0.25;18.72;18.72;8.59;0.59;0.00;18.07;0.00;-0.00
466.00;-12.00;-6.95;0.00;2.62;23.96;0.00;0.00;5.26;0.41;0.25;12.00;12.00;6.95;0.00;2.36;14.62;0.00;-0.00
467.00;-9.03;-7.12;0.00;5.94;24.54;0.00;0.00;5.85;0.42;0.25;9.03;9.03;7.12;0.00;5.34;14.97;0.00;-0.00
468.00;-7.51;-7.37;0.00;7.98;25.40;0.00;0.00;7.19;0.44;0.25;7.51;7.51;7.37;0.00;7.18;15.49;0.00;-0.00
469.00;-7.79;-6.93;0.00;6.78;23.88;0.00;0.00;8.98;0.41;0.25;7.79;7.79;6.93;0.00;6.10;14.57;0.00;-0.00
470.00;-8.39;-7.43;0.00;7.24;25.62;0.00;0.00;10.51;0.44;0.25;8.39;8.39;7.43;0.00;6.51;15.63;0.00;-0.00
471.00;-8.64;-7.06;0.00;6.21;24.35;0.00;0.00;12.14;0.42;0.25;8.64;8.64;7.06;0.00;5.59;14.86;0.00;-0.00
472.00;-7.77;-5.36;0.00;3.49;18.47;0.00;0.00;13.53;0.32;0.25;7.77;7.77;5.36;0.00;3.15;11.27;0.00;-0.00
473.00;-7.77;-4.88;0.00;2.50;16.84;0.00;0.00;14.32;0.29;0.25;7.77;7.77;4.88;0.00;2.25;10.27;0.00;-0.00
474.00;-8.23;-5.38;0.00;3.08;18.54;0.00;0.00;14.88;0.32;0.25;8.23;8.23;5.38;0.00;2.77;11.31;0.00;-0.00
475.00;-8.57;-5.39;0.00;2.78;18.60;0.00;0.00;15.57;0.32;0.25;8.57;8.57;5.39;0.00;2.50;11.35;0.00;-0.00
476.00;-10.04;-5.08;0.00;0.64;17.52;0.00;0.00;16.20;0.30;0.25;10.04;10.04;5.08;0.00;0.58;10.68;0.00;-0.00
477.00;-8.12;-5.15;0.00;2.71;17.75;0.00;0.00;16.34;0.30;0.25;8.12;8.12;5.15;0.00;2.43;10.82;0.00;-0.00
478.00;-8.62;-4.79;0.00;1.47;16.53;0.00;0.00;16.95;0.28;0.25;8.62;8.62;4.79;0.00;1.32;10.08;0.00;-0.00
479.00;-8.47;-3.99;0.09;0.00;13.75;0.00;0.00;17.28;0.24;0.25;8.47;8.47;3.99;0.08;0.00;8.38;0.00;-0.00
480.00;-9.48;-2.93;3.32;0.00;10.11;0.00;0.00;17.26;0.17;0.25;9.48;9.48;2.93;2.99;0.00;6.17;0.00;-0.00
481.00;-8.02;-2.88;1.96;0.00;9.94;0.00;0.00;16.34;0.17;0.25;8.02;8.02;2.88;1.76;0.00;6.06;0.00;-0.00
482.00;-5.46;-2.88;0.00;0.61;9.94;0.00;0.00;15.79;0.17;0.25;5.46;5.46;2.88;0.00;0.55;6.06;0.00;-0.00
483.00;-4.29;-3.51;0.00;3.10;12.11;0.00;0.00;15.93;0.21;0.25;4.29;4.29;3.51;0.00;2.79;7.39;0.00;-0.00
484.00;-9.31;-4.10;0.68;0.00;14.15;0.00;0.00;16.63;0.24;0.25;9.31;9.31;4.10;0.61;0.00;8.63;0.00;-0.00
485.00;-7.34;-3.91;0.00;0.88;13.47;0.00;0.00;16.44;0.23;0.25;7.34;7.34;3.91;0.00;0.79;8.22;0.00;-0.00
486.00;-3.26;-3.46;0.00;4.01;11.91;0.00;0.00;16.64;0.20;0.25;3.26;3.26;3.46;0.00;3.61;7.27;0.00;-0.00
487.00;-1.75;-3.10;0.00;4.76;10.68;0.00;0.00;17.54;0.18;0.25;1.75;1.75;3.10;0.00;4.29;6.51;0.00;-0.00
488.00;-3.25;-3.12;0.00;3.30;10.75;0.00;0.00;18.61;0.18;0.25;3.25;3.25;3.12;0.00;2.97;6.56;0.00;-0.00
489.00;-3.70;-3.06;0.00;2.73;10.54;0.00;0.00;19.35;0.18;0.25;3.70;3.70;3.06;0.00;2.46;6.43;0.00;-0.00
490.00;-3.24;-2.55;0.00;2.11;8.78;0.00;0.00;19.97;0.15;0.25;3.24;3.24;2.55;0.00;1.90;5.36;0.00;-0.00
491.00;-4.83;-2.25;0.09;0.00;7.77;0.00;0.00;20.44;0.13;0.25;4.83;4.83;2.25;0.08;0.00;4.74;0.00;-0.00
492.00;-6.86;-2.30;2.02;0.00;7.93;0.00;0.00;20.42;0.14;0.25;6.86;6.86;2.30;1.82;0.00;4.84;0.00;-0.00
493.00;-6.99;-2.34;2.06;0.00;8.08;0.00;0.00;19.86;0.14;0.25;6.99;6.99;2.34;1.86;0.00;4.93;0.00;-0.00
494.00;-5.01;-2.34;0.08;0.00;8.08;0.00;0.00;19.28;0.14;0.25;5.01;5.01;2.34;0.07;0.00;4.93;0.00;-0.00
495.00;-3.59;-2.44;0.00;1.54;8.41;0.00;0.00;19.26;0.14;0.25;3.59;3.59;2.44;0.00;1.39;5.13;0.00;-0.00
496.00;-5.51;-2.47;0.31;0.00;8.53;0.00;0.00;19.61;0.15;0.25;5.51;5.51;2.47;0.28;0.00;5.21;0.00;-0.00
497.00;-6.95;-2.43;1.83;0.00;8.39;0.00;0.00;19.52;0.14;0.25;6.95;6.95;2.43;1.65;0.00;5.12;0.00;-0.00
498.00;-7.10;-2.53;1.78;0.00;8.72;0.00;0.00;19.02;0.15;0.25;7.10;7.10;2.53;1.60;0.00;5.32;0.00;-0.00
499.00;-8.80;-2.61;3.30;0.00;9.01;0.00;0.00;18.52;0.15;0.25;8.80;8.80;2.61;2.97;0.00;5.50;0.00;-0.00
500.00;-12.73;-2.51;7.44;0.00;8.67;0.00;0.00;17.60;0.15;0.25;12.73;12.73;2.51;6.70;0.00;5.29;0.00;-0.00
501.00;-12.78;-2.48;7.56;0.00;8.55;0.00;0.00;15.54;0.15;0.25;12.78;12.78;2.48;6.81;0.00;5.22;0.00;-0.00
502.00;-6.53;-2.72;0.82;0.00;9.36;0.00;0.00;13.44;0.16;0.25;6.53;6.53;2.72;0.74;0.00;5.71;0.00;-0.00
503.00;-3.75;-3.03;0.00;2.62;10.44;0.00;0.00;13.21;0.18;0.25;3.75;3.75;3.03;0.00;2.36;6.37;0.00;-0.00
504.00;-10.45;-3.34;3.42;0.00;11.53;0.00;0.00;13.80;0.20;0.25;10.45;10.45;3.34;3.08;0.00;7.03;0.00;-0.00
505.00;-24.44;-3.80;16.45;0.00;13.11;0.00;0.00;12.85;0.22;0.25;24.44;24.44;3.80;14.80;0.00;8.00;0.00;-0.00
506.00;-19.56;-4.30;4.61;0.00;24.51;0.00;2.81;8.28;0.33;0.25;19.56;19.56;4.30;4.15;0.00;14.95;0.00;-2.81
507.00;-8.34;-5.23;0.00;2.65;18.03;0.00;0.00;7.00;0.31;0.25;8.34;8.34;5.23;0.00;2.39;11.00;0.00;-0.00
508.00;-28.38;-6.72;6.24;0.00;36.30;0.00;3.81;7.59;0.50;0.25;28.38;28.38;6.72;5.62;0.00;22.14;0.00;-3.81
509.00;-38.03;-6.75;7.47;0.00;50.10;0.00;7.78;5.86;0.62;0.25;38.03;38.03;6.75;6.72;0.00;30.56;0.00;-7.78
510.00;-17.71;-5.74;1.70;0.00;26.25;0.00;1.87;3.78;0.39;0.25;17.71;17.71;5.74;1.53;0.00;16.01;0.00;-1.87
511.00;-17.99;-5.21;2.47;0.00;25.45;0.00;2.17;3.31;0.37;0.25;17.99;17.99;5.21;2.22;0.00;15.52;0.00;-2.17
512.00;-24.68;-5.09;7.12;0.00;28.78;0.00;3.25;2.63;0.39;0.25;24.68;24.68;5.09;6.41;0.00;17.56;0.00;-3.25
513.00;-15.47;-5.62;2.34;0.00;21.52;0.00;0.62;0.65;0.35;0.25;15.47;15.47;5.62;2.11;0.00;13.13;0.00;-0.62
514.00;-11.97;-6.66;0.00;2.03;22.95;0.00;0.00;0.00;0.39;0.25;11.97;11.97;6.66;0.00;1.82;14.00;0.00;-0.00
515.00;-11.52;-6.73;0.00;2.64;23.21;0.00;0.00;0.46;0.40;0.25;11.52;11.52;6.73;0.00;2.38;14.16;0.00;-0.00
516.00;-8.39;-7.27;0.00;6.92;25.08;0.00;0.00;1.05;0.43;0.25;8.39;8.39;7.27;0.00;6.22;15.30;0.00;-0.00
517.00;-8.52;-7.12;0.00;6.46;24.57;0.00;0.00;2.61;0.42;0.25;8.52;8.52;7.12;0.00;5.81;14.98;0.00;-0.00
518.00;-11.80;-6.36;0.00;1.58;21.93;0.00;0.00;4.06;0.38;0.25;11.80;11.80;6.36;0.00;1.42;13.38;0.00;-0.00
519.00;-12.39;-7.50;0.00;3.38;25.86;0.00;0.00;4.42;0.44;0.25;12.39;12.39;7.50;0.00;3.04;15.78;0.00;-0.00
520.00;-13.79;-6.71;0.00;0.33;23.14;0.00;0.00;5.18;0.40;0.25;13.79;13.79;6.71;0.00;0.30;14.12;0.00;-0.00
521.00;-12.20;-6.90;0.00;2.31;23.78;0.00;0.00;5.25;0.41;0.25;12.20;12.20;6.90;0.00;2.08;14.51;0.00;-0.00
522.00;-9.15;-6.08;0.00;3.65;20.98;0.00;0.00;5.77;0.36;0.25;9.15;9.15;6.08;0.00;3.28;12.80;0.00;-0.00
523.00;-10.73;-3.90;2.51;0.00;13.46;0.00;0.00;6.59;0.23;0.25;10.73;10.73;3.90;2.26;0.00;8.21;0.00;-0.00
524.00;-14.01;-3.98;5.63;0.00;13.74;0.00;0.00;5.89;0.24;0.25;14.01;14.01;3.98;5.07;0.00;8.38;0.00;-0.00
525.00;-18.54;-4.23;9.64;0.00;14.60;0.00;0.00;4.33;0.25;0.25;18.54;18.54;4.23;8.67;0.00;8.91;0.00;-0.00
526.00;-14.15;-4.23;5.25;0.00;14.60;0.00;0.00;1.65;0.25;0.25;14.15;14.15;4.23;4.72;0.00;8.91;0.00;-0.00
527.00;-10.04;-4.72;0.12;0.00;16.26;0.00;0.00;0.19;0.28;0.25;10.04;10.04;4.72;0.11;0.00;9.92;0.00;-0.00
528.00;-9.74;-5.71;0.00;2.27;19.68;0.00;0.00;0.16;0.34;0.25;9.74;9.74;5.71;0.00;2.04;12.01;0.00;-0.00
529.00;-8.15;-6.50;0.00;5.53;22.42;0.00;0.00;0.67;0.38;0.25;8.15;8.15;6.50;0.00;4.97;13.68;0.00;-0.00
530.00;-7.94;-7.62;0.00;8.09;26.28;0.00;0.00;1.91;0.45;0.25;7.94;7.94;7.62;0.00;7.28;16.03;0.00;-0.00
531.00;-8.67;-8.86;0.00;9.97;30.54;0.00;0.00;3.73;0.52;0.25;8.67;8.67;8.86;0.00;8.97;18.63;0.00;-0.00
532.00;-9.23;-8.71;0.00;9.09;30.03;0.00;0.00;5.98;0.51;0.25;9.23;9.23;8.71;0.00;8.18;18.32;0.00;-0.00
533.00;-9.14;-6.60;0.00;4.75;22.77;0.00;0.00;8.02;0.39;0.25;9.14;9.14;6.60;0.00;4.27;13.89;0.00;-0.00
534.00;-9.54;-5.13;0.00;1.25;17.69;0.00;0.00;9.09;0.30;0.25;9.54;9.54;5.13;0.00;1.12;10.79;0.00;-0.00
535.00;-8.97;-4.75;0.00;1.03;16.39;0.00;0.00;9.37;0.28;0.25;8.97;8.97;4.75;0.00;0.92;10.00;0.00;-0.00
536.00;-19.39;-4.07;5.75;0.00;22.36;0.00;2.41;9.60;0.31;0.25;19.39;19.39;4.07;5.17;0.00;13.64;0.00;-2.41
